200164035,1409818822
1740914774,1430331477
1354936441,1433926997
1344352893,1434389615
1355369674,1433582177
1344268614,1443302613
1343985937,1347282874
1097249455,1363794783
1427388008,1447440715
251803771,1478082939
1295360045,1435267453
1091072458,1376367780
4149127688,3465622068
3696601975,1397111403
3884091849,1376995044
3537906447,1406699177
362911173,1474720596
1290586166,1426771019
360598051,1486109440
1041048202,1472171335
339793094,1426710288
1104773816,1941673287
853884071,1484925236
341823958,1418916219
1360407043,1443999993
1349117891,3535596744
1197554724,1475684914
1046139598,1384864496
369791077,1436426380
1105970565,1395766138
375242922,1475097666
1299103069,1438043600
1342913424,1429512985
1359695623,1449057076
335359254,1493116523
294673923,1429312863
1076602425,1476825587
1130158307,1480793989
3025462969,1414731536
1362306758,1348920993
1303535462,1426546187
1359219688,1432761444
355363942,1443100637
1093476959,1401700228
350211744,1423203300
1119759061,1468235547
1368639906,1429474613
1091887433,1411122644
1303423701,1440564500
1355288923,1429886944
1348846224,3545501006
3911620878,3571127389
4051360611,3520767461
1349147299,1433558003
